FORM_NAME,CATEGORY_NAME,MAKE,MODEL,POWER,TYRE_SIZE,NET_WT,NUMBER_WHEELS,NUMBER_AXLES
First Time Registration - Motor Vehicle,Duty Free/Tax Free,TOYOTA,LANDCRUISER (HZJ79R-DKMRS),4164,7.50R16,2270,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,COROLLA E-AE100,1498,185/65R14,1080,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,MITSUBISHI,CANTER N-FB300B,2659,6.50R15,1780,6,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,MITSUBISHI,CANTER SWB,2834,650R15,1180,6,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,HIACE (KC-LH113V),2779,185/R14,1610,4,2
First Time Registration - Engineering Plant,Ordinary Vehicles,JCB,3CX,7500,18.4-26 AND 15.5/80-13,3500,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,HIACE (U-LH119V),2779,195/80R15,1810,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,LANDCRUISER  Q-LJ78W,2446,265/70R15,1990,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,MITSUBISHI,MINICA UA-H47A,659,145/80R12,1500,4,2
First Time Registration - Motor Vehicle,Duty Free/Tax Free,TOYOTA,LANDCRUISER (HZJ79R-DKMRS),4164,7.50R16,2270,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,HIACE SUPER CUSTOM (KH-KZH106W),2982,225/90R15,2100,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,HARRIER GF-SXU10W,2160,265/70R15,1570,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,DAIHATSU,HIJET TRUCK (V-S110P),650,145/80R16,720,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,MITSUBISHI,CANTER (FE437F),3907,7.00R16,2000,6,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,HIACE (KG-LH172V),2980,195/80R15,1640,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,MERCEDES-BENZ,E280 DBA-211054C,2990,245/40R18,1710,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,MITSUBISHI,CANTER U-FB308B,2835,650R15,1640,6,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,WISH UA-ZNE10G-HPPNK,1794,195/65R15,1300,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,SCANIA,P360 LA 6X4 HSZ,13000,315/80R22.5,9664,10,3
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,CALDINA TA-AZT241W,1998,215/45R17,1310,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,ALLEX XS150 TA-NZE121,1496,175/70R14,1070,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,COROLLA SPACIO UA-NZE121N-FPPNK,1496,195/60R15,1200,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,MARK II GRANDE TA-GX110AEPQK,1988,195/65R15,1380,4,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,8.00-17,90,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,MITSUBISHI,CANTER (FE437F),4210,6.00R15,3390,6,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,MITSUBISHI,ROSA (U-BE439F),3900,7.00R16,3620,6,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,SUBARU,LEGACY B4 TA-BL5,1998,215/45R17,1370,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,HARRIER GF-SXU15W,2160,215/70R16,1680,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,WISH (CBA-ZNE10G),1790,195/65R15,1340,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,PREMIO DBA-NZT260-AEXEK,1490,185/70R14,1200,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,HIACE KG-LH178V,2985,215/70R15,1810,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,HIACE (KG-LH172K),2982,195/65R15,1680,4,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,275X17/300X17,90,2,2
First Time Registration - Engineering Plant,Ordinary Vehicles,KOMATSU,D85A,285,CHAINS,28000,2,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,LITEACE T-YM60,1812,175R14,1370,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,RAUM UA-NCZ20-AHPXK,1496,175/65R14,1150,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,MITSUBISHI,CANTER (U-FE437E),4210,70.00R16,3400,6,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,275X17/300X17,90,2,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,HIACE (KC-LH113V),2779,195R15,1680,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,SCANIA,P114,3800,12.00/R40,14440,12,3
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,275X17/300X17,90,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,275X17/300X17,90,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,275X17/300X17,90,2,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,WISH CBA-ZNE14G- HPPNKS,1790,195/65R15,1400,4,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,275X17/300X17,90,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,275X17/300X17,90,2,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,CORONA PREMIO E-AT211,1762,175/70R14,1150,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,LITEACE NOAH E-SR40G,1998,195/65R15,1560,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,MITSUBISHI,FUSO (FK417E),7545,825R16,4000,6,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,275X17/300X17,90,2,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,HARRIER UA-ACU30W-AWPGK,2362,225/65R17,1610,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,CORONA PREMIO E-AT211,1762,185/65R14,1150,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,VOXY DBA-AZR60G-BNENH,1998,195/65R15,1480,4,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,275X17/300X17,90,2,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,ALLEX XS150 TA-NZE124,1496,185/70R14,1180,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,CORONA PREMIO GF-AT211,1762,175/70R14,1150,4,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,275X17/300X17,90,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,275X17/300X17,90,2,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,MITSUBISHI,CANTER (FE317BD),4210,7.00R16,2440,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,CORONA PREMIO GF-AT211,1762,175/70R14,1150,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,CROWN GH-JZS171W,2491,225/40R18,1670,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,PASSO DBA-KGC10-AHSAK,996,195/65R14,900,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,MITSUBISHI,FUSO (FK517K),7545,8.25R16,4000,6,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,HARRIER GF-SXU10W,2163,215/80R16,1590,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,ISUZU,ELF (NKR58L),3636,6.50R16,3120,6,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,PREMIO CBA-ZZT240,1794,185/70R14,1170,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,COROLLA SPACIO UA-NZE121N-FPPNK,1496,195/60R15,1190,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,LITEACE NOAH E-SR50G,1998,175/90R15,1560,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,ISUZU,JUSTON (NRR12H),6494,7.50R16,4115,6,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,ISUZU,JUSTON (NRR32),7545,7.50R16,4000,6,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,HARRIER CBA-ACU30W-AWPGK,2362,255/50R19,1640,4,2
First Time Registration - Motor Cycle,Ordinary Vehicles,HONDA,STEED400,400,100/90-19  170/80-16,200,2,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,HIACE SUPER CUSTOM KH-KZH106W,2982,215/70R15,2100,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,MITSUBISHI,CANTER (FE335E),3560,6.50R16,3140,6,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,SCANIA,P360 LA 6X4 HSZ,13000,315/80R22.5,9664,10,3
First Time Registration - Motor Vehicle,Ordinary Vehicles,MITSUBISHI,CANTER (FE437E),4213,6.50R15,2540,6,2
First Time Registration - Motor Vehicle,Duty Free/Tax Free,TOYOTA,LAND CRUISER PRADO GF-RZJ95W,2693,265/70R16,1860,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,MITSUBISHI,CANTER (KK-FE70EB),4210,7.50R15,2120,6,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,IST (UA-NCP60),1293,195/50R16,1010,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,KLUGER L CBA-ACU25W-BRPGKL,2362,225/60R17,1710,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TATA,SE1613,5883,10.00R20,6500,6,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,MITSUBISHI,FUSO (FK337C),7545,7.50R16,4000,6,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,MITSUBISHI,CANTER U-FB308B,2835,6.50R15,1500,6,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,HIACE KC-LH113V,2770,185/70R15,1250,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,VOLKSWAGEN,GOLF TSI DBA-1KCBZ,1190,185/70R15,1270,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,PROBOX (UB-NCP50V),1496,165R13,1030,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,COROLLA SPACIO UA-NZE121N-FPPNK,1496,185/60R15,1650,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,NOAH TA-AZR60G,1998,195/65R15,1590,4,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,275X17/300X17,90,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,275X17/300X17,90,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,275X17/300X17,90,2,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,DYNA (TRY220-TLMGK3),1990,175/60R14,1870,4,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,275X17/300X17,90,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,275X17/300X17,90,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,275X17/300X17,90,2,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,ALLEX XS150 TA-NZE121,1496,175/70R14,1070,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,NEW HOLLAND,TT75,6700,18.4-30,3613,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,RAV4L E-SXA10G,1998,215/70R16,1200,4,2
First Time Registration - Trailer,Ordinary Vehicles,SINOTRUK(HOWO),WQY9403GFL,,315/80R22.5,8880,12,3
First Time Registration - Trailer,Ordinary Vehicles,SINOTRUK(HOWO),WQY9403GFL,,315/80R22.5,8880,12,3
First Time Registration - Trailer,Ordinary Vehicles,SINOTRUK(HOWO),WQY9403GFL,,315/80R22.5,8880,12,3
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,OPA TA-ZCT10,1790,185/70R14,1200,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,HIACE VAN ADFKDH206V,2982,195/80R15,1920,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,ISUZU,ELF (NHR55E),2779,17.00R14,1690,6,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,RAV4J (GF-SXA11G),1998,215/70R16,1260,4,2
First Time Registration - Engineering Plant,Ordinary Vehicles,NEW HOLLAND,F170B,4900,17.5-23,15517,6,3
First Time Registration - Motor Vehicle,Duty Free/Tax Free,TOYOTA,LAND CRUISER (JTE),3000,265/65R16,2500,4,2
First Time Registration - Motor Cycle,Ordinary Vehicles,SENKE,CG 125,125,2.75-18,101,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,HAOJIN,LZL12P,125,3.00-18,101,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,SUZUKI,EN 125CC 2A,125,3.00/18,150,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,YAMAHA,VITY 125,125,3,150,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,SUZUKI,BC41A,80,3,150,2,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,WISH UA-ZNE10G-HPPNK,1794,185/70R15,1330,4,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,3.00/2.75-17,125,2,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,SUBARU,IMPREZA TA-GDA,1990,215/50R16,1340,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,CORONA PREMIO (GF-AT210),1587,175/70R14,1110,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,MITSUBISHI,CANTER (FE305),3560,185/70R15,2000,6,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,SUZUKI,SWIFT (CBA-ZC31S),1582,195/50R16,1070,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,HARRIER CBA-ACU30W-AWPGK,2362,225/65R16,1610,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,ISUZU,FORWARD (NRR32),7545,7.50R15,4000,6,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,WISH CBA-ANE10G,1998,195/65R15,1360,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,MITSUBISHI,FUSO (FK417J),7545,7.50R16,4000,6,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,MITSUBISHI,CANTER (U-FE437E),4210,205/85R16,3180,6,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,WISH CBA-ZNE10G,1794,195/65R14,1310,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,WISH UA-ZNE10G,1794,195/70R16,1300,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,LITEACE NOAH E-SR50G,1998,205/65R15,1540,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,IST (UA-NCP60),1298,185/65R15,1010,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,MITSUBISHI,CANTER (FE315B),3564,6.50R16,2380,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,HILUX (S-LN107),2779,225/90R15,1660,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,NISSAN,MURANO CBA-TZ50,2480,195/70R15,1640,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,HIACE (KR-KDH200V),2494,195/80R15,1740,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,SCANIA,P360 LB6X2 MNA,13000,315/80R22.5  385/65R22.5,8191,8,3
First Time Registration - Motor Vehicle,Ordinary Vehicles,MITSUBISHI,FUSO (FK617K),7540,225/80R17.5,4580,6,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,ISUZU,ELF (P-NKR58E),3636,7.00R15,2250,6,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,ISUZU,ELF-S-NHR55E,2771,175/70R14,1960,6,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,WISH UA-ZNE10G-HPPNK,1794,195/70R15,1300,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,ISUZU,ELF (P-NKR58ED),3630,70.0R15LF,2420,6,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,SUBARU,IMPREZA TA-GD9,1998,245/40R18,1980,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,HILUX (S-LN107),2779,225/90R15,1660,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,COROLLA SPACIO TA-NZE121N,1496,185/70R14,1180,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,MERCEDES-BENZ,E 240 GH-211261,1998,225/55R16,1650,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,MERCEDES-BENZ,ACTROS (2546),11946,315/80R22.5/385/65R22.5,8550,8,3
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,WISH UA-ZNE10G-HPPNK,1794,195/65R15,1320,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,CORONA PREMIO GF-AT211,1762,175/70R14,1150,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,PREMIO CBA-ZZT240,1794,195/65R15,1170,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,TOWNACE NOAH (GC-KR42V),1781,165R13,1220,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,RAV4 SXA11,1990,215/55R15,1270,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,HARRIER UA-ACU30W-AWPGK,2360,225/65R17,1650,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,COROLLA FIELDER CBA-NZE121G-AWMNK,1490,195/60R15,1120,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,RAV4L UA-ZCA25W-AZPNKJ,1794,215/70r16,1450,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,SUBARU,EXIGA DBA-YA4,1990,205/60R16,1480,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,COROLLA SPACIO TA-NZE121N,1496,185/70R14,1170,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,ALLEX XS150 CBA-NZE121-BHPNKS,1496,175/70R14,1200,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,SUBARU,FORESTER TA-SG5,1998,205/70R15,1340,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,WISH DBA-ZNE10G- HPPNK,1796,215/45R17,1800,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,HIACE VAN (KG-LH72V),2985,195/80R15,1750,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,NOAH TA-AZR65G-ARSSH,1998,175/90R15,1560,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,MITSUBISHI,FUSO U-FK417KK,4814,7.50R16,4900,6,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,HIACE KC-LH113V,2779,195/80R15,1680,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,MITSUBISHI,L-200 (KL3TJYHFPR),2477,245/70R16,1850,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,HARRIER GF-SXU10W,2192,215/70R16,1570,4,2
First Time Registration - Motor Vehicle,Duty Free/Tax Free,MERCEDES-BENZ,C180 KOMPRESSOR DBA-203046,1790,285/50R18,1480,4,2
First Time Registration - Engineering Plant,Duty Free/Tax Free,DYNAPAC,CA602D,82,23.1-26,13000,2,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,TOWNACE NOAH E-SR50G,1998,185/70R14,1540,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,MITSUBISHI,PAJERO S-V34V,2473,215/55R16,1720,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,MITSUBISHI,CANTER (U-FE437F),4210,7.50R16,3390,6,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,ALPHARD DBA-ANH10W-PRPGK-X,2360,205/65R17,1780,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,MITSUBISHI,CANTER (FE317BD),4210,17.00R15,2660,6,2
First Time Registration - Motor Vehicle,Duty Free/Tax Free,MERCEDES-BENZ,ML 280 CDI SE,2987,255/50ZR19,1850,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,PREMIO UA-ZZT240,1794,185/70R14,1770,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,NISSAN,X-TRAIL (TA-NT30),1998,215/65R16,1420,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,PROBOX CBE-NCP50V,1298,165R13,1040,4,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,275X17/300X17,90,2,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,HIACE (KD-KZH106W),2982,215/70R15,2000,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,SUBARU,FORESTER TA-SG5,1990,215/55ZR17,1420,4,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,275X17/300X17,90,2,2
First Time Registration - Engineering Plant,Duty Free/Tax Free,XCMG,LW500KN,9726,23.5-25,5000,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,LAND CRUISER PRADO CBA-TRJ150W-GGPEK,2698,265/65R17,2090,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,DUET UA-M100A-GMNE3A,1000,175/65R14,800,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,HIACE SUPER CUSTOM (KD-KZH106W),2982,215/70R15,2120,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,HIACE (KG-LH172V),2985,195/80R15,1620,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,SCANIA,P360 LB6X2 MNA,13000,315/80R22.5 385/65R22.5,8191,8,3
First Time Registration - Motor Vehicle,Ordinary Vehicles,MITSUBISHI,PAJERO (TA-V75W),3495,265/70R16,2020,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,ISUZU,ELF (P-NKR58ED),3636,7.00R15,2000,6,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,MERCEDES-BENZ,E220 E-124022,2200,205/70R15,1500,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,ISUZU,Elf Truck,3264,650X16,2540,6,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,HIACE KC-LH113V,2770,195/70R16,1630,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,NISSAN,ATLAS (U-SM4F23),3298,6.50R16,1000,6,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,EICHER,10.75,3299,7.50R16,5200,6,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,MARK II TA-GX110,1988,215/60R16,1390,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,COROLLA SPACIO TA-NZE121N,1499,185/60R15,1170,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,MITSUBISHI,PAJERO MINI (GF-H58A),650,185/60R16,950,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,ISUZU,ELF (NKR61LR),4323,7.00R16,3140,6,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,MITSUBISHI,CANTER (FE435EV),4210,7.00R16,3150,6,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,LAND CRUISER CBA-UZJ200W-GNAAK,4660,285/60R18,2500,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,ISUZU,ELF (P-NKR58ED),3636,7.00R16,2690,6,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,ISUZU,JUSTON (NRR),6490,7.50R16,3720,6,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,HIACE SUPER CUSTOM(Y-KZH106W),2982,215/70R15,2030,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,HIACE SUPER CUSTOM (KD-KZH106W),2980,195/80R15,2080,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,HARRIER TA-ACU10W,2362,215/70R16,1560,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,PREMIO (UA-ZZT240),1794,185/70R14,1170,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,MITSUBISHI,SUPER GREAT (FS510),12020,7.50R16,12320,6,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,LAND CRUISER CBA-URJ202W-GNTAK,4608,215/55R16,2510,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,HILUX KF-LN167,2980,225/75R16,1670,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,HARRIER (UA-ACU30W-AWPGK),2362,235/55R18,1630,4,2
